slang_words,formal_words,word_index
@,di,@
abis,habis,a
ad,ada,a
adlh,adalah,a
afaik,as far as i know,a
ahaha,haha,a
aj,saja,a
ajep-ajep,dunia gemerlap,a
ak,saya,a
akika,aku,a
akkoh,aku,a
akuwh,aku,a
alay,norak,a
alow,halo,a
ambilin,ambilkan,a
ancur,hancur,a
anjrit,anjing,a
anter,antar,a
ap2,apa-apa,a
apasih,apa sih,a
apes,sial,a
aps,apa,a
aq,saya,a
aquwh,aku,a
asbun,asal bunyi,a
aseekk,asyik,a
asekk,asyik,a
asem,asam,a
aspal,asli tetapi palsu,a
astul,asal tulis,a
ato,atau,a
au ah,tidak mau tahu,a
awak,saya,a
ay,sayang,a
ayank,sayang,a
b4,sebelum,b
bakalan,akan,b
bandes,bantuan desa,b
bangedh,banget,b
banpol,bantuan polisi,b
banpur,bantuan tempur,b
basbang,basi,b
bcanda,bercanda,b
bdg,bandung,b
begajulan,nakal,b
beliin,belikan,b
bencong,banci,b
bentar,sebentar,b
ber3,bertiga,b
beresin,membereskan,b
bete,bosan,b
beud,banget,b
bg,abang,b
bgmn,bagaimana,b
bgt,banget,b
bijimane,bagaimana,b
bintal,bimbingan mental,b
bkl,akan,b
bknnya,bukannya,b
blegug,bodoh,b
blh,boleh,b
bln,bulan,b
blum,belum,b
bnci,benci,b
bnran,yang benar,b
bodor,lucu,b
bokap,ayah,b
boker,buang air besar,b
bokis,bohong,b
boljug,boleh juga,b
bonek,bocah nekat,b
boyeh,boleh,b
br,baru,b
brg,bareng,b
bro,saudara laki-laki,b
bru,baru,b
bs,bisa,b
bsen,bosan,b
bt,buat,b
btw,ngomong-ngomong,b
buaya,tidak setia,b
bubbu,tidur,b
bubu,tidur,b
bumil,ibu hamil,b
bw,bawa,b
bwt,buat,b
byk,banyak,b
byrin,bayarkan,b
cabal,sabar,c
cadas,keren,c
calo,makelar,c
can,belum,c
capcus,pergi,c
caper,cari perhatian,c
ce,cewek,c
cekal,cegah tangkal,c
cemen,penakut,c
cengengesan,tertawa,c
cepet,cepat,c
cew,cewek,c
chuyunk,sayang,c
cimeng,ganja,c
cipika cipiki,cium pipi kanan cium pipi kiri,c
ciyh,sih,c
ckepp,cakep,c
ckp,cakep,c
cmiiw,correct me if i'm wrong,c
cmpur,campur,c
cong,banci,c
conlok,cinta lokasi,c
cowwyy,maaf,c
cp,siapa,c
cpe,capek,c
cppe,capek,c
cucok,cocok,c
cuex,cuek,c
cumi,Cuma miscall,c
cups,culun,c
curanmor,pencurian kendaraan bermotor,c
curcol,curahan hati colongan,c
cwek,cewek,c
cyin,cinta,c
d,di,d
dah,deh,d
dapet,dapat,d
de,adik,d
dek,adik,d
demen,suka,d
deyh,deh,d
dgn,dengan,d
diancurin,dihancurkan,d
dimaafin,dimaafkan,d
dimintak,diminta,d
disono,di sana,d
dket,dekat,d
dkk,dan kawan-kawan,d
dll,dan lain-lain,d
dlu,dulu,d
dngn,dengan,d
dodol,bodoh,d
doku,uang,d
dongs,dong,d
dpt,dapat,d
dri,dari,d
drmn,darimana,d
drtd,dari tadi,d
dst,dan seterusnya,d
dtg,datang,d
duh,aduh,d
duren,durian,d
ed,edisi,e
egp,emang gue pikirin,e
eke,aku,e
elu,kamu,e
emangnya,memangnya,e
emng,memang,e
endak,tidak,e
enggak,tidak,e
envy,iri,e
ex,mantan,e
fax,facsimile,f
fifo,first in first out,f
folbek,follow back,f
fyi,sebagai informasi,f
gaada,tidak ada uang,g
gag,tidak,g
gaje,tidak jelas,g
gak papa,tidak apa-apa,g
gan,juragan,g
gaptek,gagap teknologi,g
gatek,gagap teknologi,g
gawe,kerja,g
gbs,tidak bisa,g
gebetan,orang yang disuka,g
geje,tidak jelas,g
gepeng,gelandangan dan pengemis,g
ghiy,lagi,g
gile,gila,g
gimana,bagaimana,g
gino,gigi nongol,g
githu,gitu,g
gj,tidak jelas,g
gmana,bagaimana,g
gn,begini,g
goblok,bodoh,g
golput,golongan putih,g
gowes,mengayuh sepeda,g
gpny,tidak punya,g
gr,gede rasa,g
gretongan,gratisan,g
gtau,tidak tahu,g
gua,saya,g
guoblok,goblok,g
gw,saya,g
ha,tertawa,h
haha,tertawa,h
hallow,halo,h
hankam,pertahanan dan keamanan,h
hehe,he,h
helo,halo,h
hey,hai,h
hlm,halaman,h
hny,hanya,h
hoax,isu bohong,h
hr,hari,h
hrus,harus,h
hubdar,perhubungan darat,h
huff,mengeluh,h
hum,rumah,h
humz,rumah,h
ilang,hilang,i
ilfil,tidak suka,i
imho,in my humble opinion,i
imoetz,imut,i
item,hitam,i
itungan,hitungan,i
iye,iya,i
ja,saja,j
jadiin,jadi,j
jaim,jaga image,j
jayus,tidak lucu,j
jdi,jadi,j
jem,jam,j
jga,juga,j
jgnkan,jangankan,j
jir,anjing,j
jln,jalan,j
jomblo,tidak punya pacar,j
jubir,juru bicara,j
jutek,galak,j
k,ke,k
kab,kabupaten,k
kabor,kabur,k
kacrut,kacau,k
kadiv,kepala divisi,k
kagak,tidak,k
kalo,kalau,k
kampret,sialan,k
kamtibmas,keamanan dan ketertiban masyarakat,k
kamuwh,kamu,k
kanwil,kantor wilayah,k
karna,karena,k
kasubbag,kepala subbagian,k
katrok,kampungan,k
kayanya,kayaknya,k
kbr,kabar,k
kdu,harus,k
kec,kecamatan,k
kejurnas,kejuaraan nasional,k
kekeuh,keras kepala,k
kel,kelurahan,k
kemaren,kemarin,k
kepengen,mau,k
kepingin,mau,k
kepsek,kepala sekolah,k
kesbang,kesatuan bangsa,k
kesra,kesejahteraan rakyat,k
ketrima,diterima,k
kgiatan,kegiatan,k
kibul,bohong,k
kimpoi,kawin,k
kl,kalau,k
klianz,kalian,k
kloter,kelompok terbang,k
klw,kalau,k
km,kamu,k
kmps,kampus,k
kmrn,kemarin,k
knal,kenal,k
knp,kenapa,k
kodya,kota madya,k
komdis,komisi disiplin,k
komsov,komunis sovyet,k
kongkow,kumpul bareng teman-teman,k
kopdar,kopi darat,k
korup,korupsi,k
kpn,kapan,k
krenz,keren,k
krm,kirim,k
kt,kita,k
ktmu,ketemu,k
ktr,kantor,k
kuper,kurang pergaulan,k
kw,imitasi,k
kyk,seperti,k
la,lah,l
lam,salam,l
lamp,lampiran,l
lanud,landasan udara,l
latgab,latihan gabungan,l
lebay,berlebihan,l
leh,boleh,l
lelet,lambat,l
lemot,lambat,l
lgi,lagi,l
lgsg,langsung,l
liat,lihat,l
litbang,penelitian dan pengembangan,l
lmyn,lumayan,l
lo,kamu,l
loe,kamu,l
lola,lambat berfikir,l
louph,cinta,l
low,kalau,l
lp,lupa,l
luber,"langsung, umum, bebas, dan rahasia",l
luchuw,lucu,l
lum,belum,l
luthu,lucu,l
lwn,lawan,l
maacih,terima kasih,m
mabal,bolos,m
macem,macam,m
macih,masih,m
maem,makan,m
magabut,makan gaji buta,m
maho,homo,m
mak jang,kaget,m
maksain,memaksa,m
malem,malam,m
mam,makan,m
maneh,kamu,m
maniez,manis,m
mao,mau,m
masukin,masukkan,m
melu,ikut,m
mepet,dekat sekali,m
mgu,minggu,m
migas,minyak dan gas bumi,m
mikol,minuman beralkohol,m
miras,minuman keras,m
mlah,malah,m
mngkn,mungkin,m
mo,mau,m
mokad,mati,m
moso,masa,m
mpe,sampai,m
msk,masuk,m
mslh,masalah,m
mt,makan teman,m
mubes,musyawarah besar,m
mulu,melulu,m
mumpung,selagi,m
munas,musyawarah nasional,m
muntaber,muntah dan berak,m
musti,mesti,m
muupz,maaf,m
mw,now watching,m
n,dan,n
nanam,menanam,n
nanya,bertanya,n
napa,kenapa,n
napi,narapidana,n
napza,"narkotika, alkohol, psikotropika, dan zat adiktif ",n
narkoba,"narkotika, psikotropika, dan obat terlarang",n
nasgor,nasi goreng,n
nda,tidak,n
ndiri,sendiri,n
ne,ini,n
nekolin,neokolonialisme,n
nembak,menyatakan cinta,n
ngabuburit,menunggu berbuka puasa,n
ngaku,mengaku,n
ngambil,mengambil,n
nganggur,tidak punya pekerjaan,n
ngapah,kenapa,n
ngaret,terlambat,n
ngasih,memberikan,n
ngebandel,berbuat bandel,n
ngegosip,bergosip,n
ngeklaim,mengklaim,n
ngeksis,menjadi eksis,n
ngeles,berkilah,n
ngelidur,menggigau,n
ngerampok,merampok,n
ngga,tidak,n
ngibul,berbohong,n
ngiler,mau,n
ngiri,iri,n
ngisiin,mengisikan,n
ngmng,bicara,n
ngomong,bicara,n
ngubek2,mencari-cari,n
ngurus,mengurus,n
nie,ini,n
nih,ini,n
niyh,nih,n
nmr,nomor,n
nntn,nonton,n
nobar,nonton bareng,n
np,now playing,n
ntar,nanti,n
ntn,nonton,n
numpuk,bertumpuk,n
nutupin,menutupi,n
nyari,mencari,n
nyekar,menyekar,n
nyicil,mencicil,n
nyoblos,mencoblos,n
nyokap,ibu,n
ogah,tidak mau,o
ol,online,o
ongkir,ongkos kirim,o
oot,out of topic,o
org2,orang-orang,o
ortu,orang tua,o
otda,otonomi daerah,o
otw,"on the way, sedang di jalan",o
pacal,pacar,p
pake,pakai,p
pala,kepala,p
pansus,panitia khusus,p
parpol,partai politik,p
pasutri,pasangan suami istri,p
pd,pada,p
pede,percaya diri,p
pelatnas,pemusatan latihan nasional,p
pemda,pemerintah daerah,p
pemkot,pemerintah kota,p
pemred,pemimpin redaksi,p
penjas,pendidikan jasmani,p
perda,peraturan daerah,p
perhatiin,perhatikan,p
pesenan,pesanan,p
pgang,pegang,p
pi,tapi,p
pilkada,pemilihan kepala daerah,p
pisan,sangat,p
pk,penjahat kelamin,p
plg,paling,p
pmrnth,pemerintah,p
polantas,polisi lalu lintas,p
ponpes,pondok pesantren,p
pp,pulang pergi,p
prg,pergi,p
prnh,pernah,p
psen,pesan,p
pst,pasti,p
pswt,pesawat,p
pw,posisi nyaman,p
qmu,kamu,q
rakor,rapat koordinasi,r
ranmor,kendaraan bermotor,r
re,reply,r
ref,referensi,r
rehab,rehabilitasi,r
rempong,sulit,r
repp,balas,r
restik,reserse narkotika,r
rhs,rahasia,r
rmh,rumah,r
ru,baru,r
ruko,rumah toko,r
rusunawa,rumah susun sewa,r
ruz,terus,r
saia,saya,s
salting,salah tingkah,s
sampe,sampai,s
samsek,sama sekali,s
sapose,siapa,s
satpam,satuan pengamanan,s
sbb,sebagai berikut,s
sbh,sebuah,s
sbnrny,sebenarnya,s
scr,secara,s
sdgkn,sedangkan,s
sdkt,sedikit,s
se7,setuju,s
sebelas dua belas,mirip,s
sembako,sembilan bahan pokok,s
sempet,sempat,s
sendratari,seni drama tari,s
sgt,sangat,s
shg,sehingga,s
siech,sih,s
sikon,situasi dan kondisi,s
sinetron,sinema elektronik,s
siramin,siramkan,s
sj,saja,s
skalian,sekalian,s
sklh,sekolah,s
skt,sakit,s
slesai,selesai,s
sll,selalu,s
slma,selama,s
slsai,selesai,s
smpt,sempat,s
smw,semua,s
sndiri,sendiri,s
soljum,sholat jumat,s
songong,sombong,s
sory,maaf,s
sosek,sosial-ekonomi,s
sotoy,sok tahu,s
spa,siapa,s
sppa,siapa,s
spt,seperti,s
srtfkt,sertifikat,s
stiap,setiap,s
stlh,setelah,s
suk,masuk,s
sumpek,sempit,s
syg,sayang,s
t4,tempat,t
tajir,kaya,t
tau,tahu,t
taw,tahu,t
td,tadi,t
tdk,tidak,t
teh,kakak perempuan,t
telat,terlambat,t
telmi,telat berpikir,t
temen,teman,t
tengil,menyebalkan,t
tepar,terkapar,t
tggu,tunggu,t
tgu,tunggu,t
thankz,terima kasih,t
thn,tahun,t
tilang,bukti pelanggaran,t
tipiwan,TvOne,t
tks,terima kasih,t
tlp,telepon,t
tls,tulis,t
tmbah,tambah,t
tmen2,teman-teman,t
tmpah,tumpah,t
tmpt,tempat,t
tngu,tunggu,t
tnyta,ternyata,t
tokai,tai,t
toserba,toko serba ada,t
tpi,tapi,t
trdhulu,terdahulu,t
trima,terima kasih,t
trm,terima,t
trs,terus,t
trutama,terutama,t
ts,penulis,t
tst,tahu sama tahu,t
ttg,tentang,t
tuch,tuh,t
tuir,tua,t
tw,tahu,t
u,kamu,u
ud,sudah,u
udah,sudah,u
ujg,ujung,u
ul,ulangan,u
unyu,lucu,u
uplot,unggah,u
urang,saya,u
usah,perlu,u
utk,untuk,u
valas,valuta asing,v
w/,dengan,w
wadir,wakil direktur,w
wamil,wajib militer,w
warkop,warung kopi,w
warteg,warung tegal,w
wat,buat,w
wkt,waktu,w
wtf,what the fuck,w
xixixi,tertawa,x
ya,iya,y
yap,iya,y
yaudah,ya sudah,y
yawdah,ya sudah,y
yg,yang,y
yl,yang lain,y
yo,iya,y
yowes,ya sudah,y
yup,iya,y
7an,tujuan,7
ababil,abg labil,a
acc,accord,a
adlah,adalah,a
adoh,aduh,a
aha,tertawa,a
aing,saya,a
aja,saja,a
ajj,saja,a
aka,dikenal juga sebagai,a
akko,aku,a
akku,aku,a
akyu,aku,a
aljasa,asal jadi saja,a
ama,sama,a
ambl,ambil,a
anjir,anjing,a
ank,anak,a
ap,apa,a
apaan,apa,a
ape,apa,a
aplot,unggah,a
apva,apa,a
aqu,aku,a
asap,sesegera mungkin,a
aseek,asyik,a
asek,asyik,a
aseknya,asyiknya,a
asoy,asyik,a
astrojim,astagfirullahaladzim,a
ath,kalau begitu,a
atuh,kalau begitu,a
ava,avatar,a
aws,awas,a
ayang,sayang,a
ayok,ayo,a
bacot,banyak bicara,b
bales,balas,b
bangdes,pembangunan desa,b
bangkotan,tua,b
banpres,bantuan presiden,b
bansarkas,bantuan sarana kesehatan,b
bazis,"badan amal, zakat, infak, dan sedekah",b
bcoz,karena,b
beb,sayang,b
bejibun,banyak,b
belom,belum,b
bener,benar,b
ber2,berdua,b
berdikari,berdiri di atas kaki sendiri,b
bet,banget,b
beti,beda tipis,b
beut,banget,b
bgd,banget,b
bgs,bagus,b
bhubu,tidur,b
bimbuluh,bimbingan dan penyuluhan,b
bisi,kalau-kalau,b
bkn,bukan,b
bl,beli,b
blg,bilang,b
blm,belum,b
bls,balas,b
bnchi,benci,b
bngung,bingung,b
bnyk,banyak,b
bohay,badan aduhai,b
bokep,porno,b
bokin,pacar,b
bole,boleh,b
bolot,bodoh,b
bonyok,ayah ibu,b
bpk,bapak,b
brb,segera kembali,b
brngkt,berangkat,b
brp,berapa,b
brur,saudara laki-laki,b
bsa,bisa,b
bsk,besok,b
bu_bu,tidur,b
bubarin,bubarkan,b
buber,buka bersama,b
bujubune,luar biasa,b
buser,buru sergap,b
bwhn,bawahan,b
byar,bayar,b
byr,bayar,b
c8,chat,c
cabut,pergi,c
caem,cakep,c
cama-cama,sama-sama,c
cangcut,celana dalam,c
cape,capek,c
caur,jelek,c
cekak,tidak ada uang,c
cekidot,coba lihat,c
cemplungin,cemplungkan,c
ceper,pendek,c
ceu,kakak perempuan,c
cewe,cewek,c
cibuk,sibuk,c
cin,cinta,c
ciye,cie,c
ckck,ck,c
clbk,cinta lama bersemi kembali,c
cmpr,campur,c
cnenk,senang,c
congor,mulut,c
cow,cowok,c
coz,karena,c
cpa,siapa,c
gokil,gila,g
gombal,suka merayu,g
gpl,tidak pakai lama,g
gpp,tidak apa-apa,g
gretong,gratis,g
gt,begitu,g
gtw,tidak tahu,g
gue,saya,g
guys,teman-teman,g
gws,cepat sembuh,g
haghaghag,tertawa,h
hakhak,tertawa,h
handak,bahan peledak,h
hansip,pertahanan sipil,h
hellow,halo,h
helow,halo,h
hi,hai,h
hlng,hilang,h
hnya,hanya,h
houm,rumah,h
hrs,harus,h
hubad,hubungan angkatan darat,h
hubla,perhubungan laut,h
huft,mengeluh,h
humas,hubungan masyarakat,h
idk,saya tidak tahu,i
ilfeel,tidak suka,i
imba,jago sekali,i
imoet,imut,i
info,informasi,i
itung,hitung,i
isengin,bercanda,i
iyala,iya lah,i
iyo,iya,i
jablay,jarang dibelai,j
jadul,jaman dulu,j
jancuk,anjing,j
jd,jadi,j
jdikan,jadikan,j
jg,juga,j
jgn,jangan,j
jijay,jijik,j
jkt,jakarta,j
jnj,janji,j
jth,jatuh,j
jurdil,jujur adil,j
jwb,jawab,j
ka,kakak,k
kabag,kepala bagian,k
kacian,kasihan,k
kadit,kepala direktorat,k
kaga,tidak,k
kaka,kakak,k
kamtib,keamanan dan ketertiban,k
kamuh,kamu,k
kamyu,kamu,k
kapt,kapten,k
kasat,kepala satuan,k
kasubbid,kepala subbidang,k
kau,kamu,k
kbar,kabar,k
kcian,kasihan,k
keburu,terlanjur,k
kedubes,kedutaan besar,k
kek,seperti,k
keknya,kayaknya,k
keliatan,kelihatan,k
keneh,masih,k
kepikiran,terpikirkan,k
kepo,mau tahu urusan orang,k
kere,tidak punya uang,k
kesian,kasihan,k
ketauan,ketahuan,k
keukeuh,keras kepala,k
khan,kan,k
kibus,kaki busuk,k
kk,kakak,k
klian,kalian,k
klo,kalau,k
kluarga,keluarga,k
klwrga,keluarga,k
kmari,kemari,k
kmpus,kampus,k
kn,kan,k
knl,kenal,k
knpa,kenapa,k
kog,kok,k
kompi,komputer,k
komtiong,komunis Tiongkok,k
konjen,konsulat jenderal,k
koq,kok,k
kpd,kepada,k
kptsan,keputusan,k
krik,garing,k
krn,karena,k
ktauan,ketahuan,k
ktny,katanya,k
kudu,harus,k
kuq,kok,k
ky,seperti,k
kykny,kayanya,k
laka,kecelakaan,l
lambreta,lambat,l
lansia,lanjut usia,l
lapas,lembaga pemasyarakatan,l
lbur,libur,l
lekong,laki-laki,l
lg,lagi,l
lgkp,lengkap,l
lht,lihat,l
linmas,perlindungan masyarakat,l
lmyan,lumayan,l
lngkp,lengkap,l
loch,loh,l
lol,tertawa,l
lom,belum,l
loupz,cinta,l
lowh,kamu,l
lu,kamu,l
luchu,lucu,l
luff,cinta,l
luph,cinta,l
lw,kamu,l
lwt,lewat,l
maaciw,terima kasih,m
mabes,markas besar,m
macem-macem,macam-macam,m
madesu,masa depan suram,m
maen,main,m
mahatma,maju sehat bersama,m
mak,ibu,m
makasih,terima kasih,m
malah,bahkan,m
malu2in,memalukan,m
mamz,makan,m
manies,manis,m
mantep,mantap,m
markus,makelar kasus,m
mba,mbak,m
mending,lebih baik,m
mgkn,mungkin,m
mhn,mohon,m
miker,minuman keras,m
milis,mailing list,m
mksd,maksud,m
mls,malas,m
mnt,minta,m
moge,motor gede,m
mokat,mati,m
mosok,masa,m
msh,masih,m
mskpn,meskipun,m
msng2,masing-masing,m
muahal,mahal,m
muker,musyawarah kerja,m
mumet,pusing,m
muna,munafik,m
munaslub,musyawarah nasional luar biasa,m
musda,musyawarah daerah,m
muup,maaf,m
muuv,maaf,m
nal,kenal,n
nangis,menangis,n
naon,apa,n
napol,narapidana politik,n
naq,anak,n
narsis,bangga pada diri sendiri,n
nax,anak,n
ndak,tidak,n
ndut,gendut,n
nekolim,neokolonialisme,n
nelfon,menelepon,n
ngabis2in,menghabiskan,n
ngakak,tertawa,n
ngambek,marah,n
ngampus,pergi ke kampus,n
ngantri,mengantri,n
ngapain,sedang apa,n
ngaruh,berpengaruh,n
ngawur,berbicara sembarangan,n
ngeceng,kumpul bareng-bareng,n
ngeh,sadar,n
ngekos,tinggal di kos,n
ngelamar,melamar,n
ngeliat,melihat,n
ngemeng,bicara terus-terusan,n
ngerti,mengerti,n
nggak,tidak,n
ngikut,ikut,n
nginep,menginap,n
ngisi,mengisi,n
ngmg,bicara,n
ngocol,lucu,n
ngomongin,membicarakan,n
ngumpul,berkumpul,n
ni,ini,n
nyasar,tersesat,n
nyariin,mencari,n
nyiapin,mempersiapkan,n
nyiram,menyiram,n
nyok,ayo,n
o/,oleh,o
ok,ok,o
priksa,periksa,p
pro,profesional,p
psn,pesan,p
psti,pasti,p
puanas,panas,p
qmo,kamu,q
qt,kita,q
rame,ramai,r
raskin,rakyat miskin,r
red,redaksi,r
reg,register,r
rejeki,rezeki,r
renstra,rencana strategis,r
reskrim,reserse kriminal,r
sni,sini,s
somse,sombong sekali,s
sorry,maaf,s
sosbud,sosial-budaya,s
sospol,sosial-politik,s
sowry,maaf,s
spd,sepeda,s
sprti,seperti,s
spy,supaya,s
stelah,setelah,s
subbag,subbagian,s
sumbangin,sumbangkan,s
sy,saya,s
syp,siapa,s
tabanas,tabungan pembangunan nasional,t
tar,nanti,t
taun,tahun,t
tawh,tahu,t
tdi,tadi,t
te2p,tetap,t
tekor,rugi,t
telkom,telekomunikasi,t
telp,telepon,t
temen2,teman-teman,t
tengok,menjenguk,t
terbitin,terbitkan,t
tgl,tanggal,t
thanks,terima kasih,t
thd,terhadap,t
thx,terima kasih,t
tipi,TV,t
tkg,tukang,t
tll,terlalu,t
tlpn,telepon,t
tman,teman,t
tmbh,tambah,t
tmn2,teman-teman,t
tmph,tumpah,t
tnda,tanda,t
tnh,tanah,t
togel,toto gelap,t
tp,tapi,t
tq,terima kasih,t
trgntg,tergantung,t
trims,terima kasih,t
cb,coba,c
y,ya,y
munfik,munafik,m
reklamuk,reklamasi,r
sma,sama,s
tren,trend,t
ngehe,kesal,n
mz,mas,m
analisise,analisis,a
sadaar,sadar,s
sept,september,s
nmenarik,menarik,n
zonk,bodoh,z
rights,benar,r
simiskin,miskin,s
ngumpet,sembunyi,n
hardcore,keras,h
akhirx,akhirnya,a
solve,solusi,s
watuk,batuk,w
ngebully,intimidasi,n
masy,masyarakat,m
still,masih,s
tauk,tahu,t
mbual,bual,m
tioghoa,tionghoa,t
ngentotin,senggama,n
kentot,senggama,k
faktakta,fakta,f
sohib,teman,s
rubahnn,rubah,r
trlalu,terlalu,t
nyela,cela,n
heters,pembenci,h
nyembah,sembah,n
most,paling,m
ikon,lambang,i
light,terang,l
pndukung,pendukung,p
setting,atur,s
seting,akting,s
next,lanjut,n
waspadalah,waspada,w
gantengsaya,ganteng,g
parte,partai,p
nyerang,serang,n
nipu,tipu,n
ktipu,tipu,k
jentelmen,berani,j
buangbuang,buang,b
tsangka,tersangka,t
kurng,kurang,k
ista,nista,i
less,kurang,l
koar,teriak,k
paranoid,takut,p
problem,masalah,p
tahi,kotoran,t
tirani,tiran,t
tilep,tilap,t
happy,bahagia,h
tak,tidak,t
penertiban,tertib,p
uasai,kuasa,u
mnolak,tolak,m
trending,trend,t
taik,tahi,t
wkwkkw,tertawa,w
ahokncc,ahok,a
istaa,nista,i
benarjujur,jujur,b
mgkin,mungkin,m
22nya,dua-duanya,2
